date,top5_return,benchmark_return,excess_return,hit_count,hit_rate
2025-01-06,0.968,1.048,-0.08000000000000007,1,0.2
2025-01-07,-0.41,-0.586857142857143,0.176857142857143,2,0.4
2025-01-08,-0.08,0.2017142857142857,-0.2817142857142857,0,0.0
2025-01-09,-1.552,-1.6491428571428572,0.0971428571428572,2,0.4
2025-01-10,0.21000000000000002,0.017428571428571443,0.1925714285714286,2,0.4
2025-01-13,2.9219999999999997,3.5288571428571425,-0.6068571428571428,1,0.2
2025-01-14,-0.7999999999999999,-0.6162857142857142,-0.18371428571428572,0,0.0
2025-01-15,0.33799999999999997,0.1457142857142857,0.19228571428571425,2,0.4
2025-01-16,-0.182,0.5505714285714286,-0.7325714285714287,0,0.0
2025-01-17,0.706,0.5828571428571429,0.12314285714285711,2,0.4
2025-01-20,-0.3580000000000001,0.20514285714285713,-0.5631428571428572,0,0.0
2025-01-21,-1.1119999999999999,-0.9128571428571428,-0.19914285714285707,1,0.2
2025-01-22,0.6940000000000002,-0.15771428571428572,0.8517142857142859,3,0.6
2025-01-23,1.292,1.2937142857142858,-0.0017142857142857792,1,0.2
2025-01-24,0.308,-0.9362857142857142,1.2442857142857142,3,0.6
2025-01-27,-1.186,0.9660000000000001,-2.152,0,0.0
2025-02-05,1.6440000000000001,2.1174285714285714,-0.4734285714285713,1,0.2
2025-02-06,0.9460000000000001,1.5505714285714287,-0.6045714285714286,1,0.2
2025-02-07,0.26399999999999996,0.9177142857142856,-0.6537142857142857,0,0.0
2025-02-10,-1.016,-0.7951428571428572,-0.22085714285714286,1,0.2
2025-02-11,0.974,1.4639999999999997,-0.48999999999999977,1,0.2
2025-02-12,0.16599999999999998,-0.40628571428571436,0.5722857142857143,2,0.4
2025-02-13,0.568,1.0602857142857143,-0.4922857142857143,1,0.2
2025-02-14,0.033999999999999975,0.36228571428571427,-0.3282857142857143,0,0.0
2025-02-17,-1.034,-1.6557142857142857,0.6217142857142857,2,0.4
2025-02-18,1.374,1.467142857142857,-0.09314285714285697,1,0.2
2025-02-19,-0.986,-0.054857142857142834,-0.9311428571428572,0,0.0
2025-02-20,1.474,2.1222857142857143,-0.6482857142857144,1,0.2
2025-02-21,-0.672,-0.05742857142857143,-0.6145714285714287,0,0.0
2025-02-24,-0.542,-1.3131428571428572,0.7711428571428571,3,0.6
2025-02-25,0.6299999999999999,1.4462857142857144,-0.8162857142857145,0,0.0
2025-02-26,-0.9760000000000002,-0.3562857142857143,-0.6197142857142859,1,0.2
2025-02-27,-2.728,-2.988285714285714,0.2602857142857138,2,0.4
2025-02-28,0.33199999999999996,0.31457142857142856,0.017428571428571404,2,0.4
2025-03-03,0.44400000000000006,0.5525714285714286,-0.10857142857142854,1,0.2
2025-03-04,0.21200000000000002,0.2582857142857143,-0.04628571428571426,1,0.2
2025-03-05,1.2719999999999998,2.2859999999999996,-1.0139999999999998,0,0.0
2025-03-06,-0.522,-0.5085714285714286,-0.013428571428571456,1,0.2
2025-03-07,-0.39,-0.2782857142857143,-0.11171428571428571,0,0.0
2025-03-10,0.516,0.41685714285714287,0.09914285714285714,1,0.2
2025-03-11,0.344,-0.1717142857142857,0.5157142857142857,3,0.6
2025-03-12,-0.48599999999999993,-0.8414285714285714,0.3554285714285715,3,0.6
2025-03-13,1.748,2.1625714285714284,-0.41457142857142837,2,0.4
2025-03-14,0.06000000000000001,-0.23228571428571426,0.29228571428571426,2,0.4
2025-03-17,-0.05000000000000003,0.4622857142857143,-0.5122857142857143,0,0.0
2025-03-18,0.658,-0.5051428571428571,1.1631428571428573,4,0.8
2025-03-19,-0.6839999999999999,-0.9457142857142857,0.2617142857142858,2,0.4
2025-03-20,-0.978,-1.7831428571428571,0.8051428571428572,3,0.6
2025-03-21,0.40599999999999997,0.05800000000000002,0.348,3,0.6
2025-03-24,0.542,-0.4142857142857143,0.9562857142857144,3,0.6
2025-03-25,-0.25,0.03314285714285714,-0.28314285714285714,1,0.2
2025-03-26,-0.04599999999999997,0.09142857142857144,-0.1374285714285714,0,0.0
2025-03-27,-0.7280000000000001,-0.7177142857142859,-0.010285714285714231,1,0.2
