date,top5_return,benchmark_return,excess_return,hit_count,hit_rate
2025-01-06,1.9479999999999997,1.048,0.8999999999999997,3,0.6
2025-01-07,-0.5660000000000001,-0.586857142857143,0.020857142857142907,1,0.2
2025-01-08,0.808,0.2017142857142857,0.6062857142857143,2,0.4
2025-01-09,-2.3440000000000003,-1.6491428571428572,-0.6948571428571431,0,0.0
2025-01-10,0.06999999999999999,0.017428571428571443,0.05257142857142855,3,0.6
2025-01-13,4.026,3.5288571428571425,0.49714285714285733,3,0.6
2025-01-14,-1.158,-0.6162857142857142,-0.5417142857142857,1,0.2
2025-01-15,0.24,0.1457142857142857,0.09428571428571428,1,0.2
2025-01-16,0.45200000000000007,0.5505714285714286,-0.09857142857142853,0,0.0
2025-01-17,0.518,0.5828571428571429,-0.06485714285714284,1,0.2
2025-01-20,0.41400000000000003,0.20514285714285713,0.2088571428571429,2,0.4
2025-01-21,-1.128,-0.9128571428571428,-0.21514285714285708,1,0.2
2025-01-22,-0.404,-0.15771428571428572,-0.2462857142857143,1,0.2
2025-01-23,2.504,1.2937142857142858,1.2102857142857142,3,0.6
2025-01-24,-2.462,-0.9362857142857142,-1.525714285714286,0,0.0
2025-01-27,2.4,0.9660000000000001,1.4339999999999997,2,0.4
2025-02-05,1.136,2.1174285714285714,-0.9814285714285715,1,0.2
2025-02-06,1.832,1.5505714285714287,0.28142857142857136,2,0.4
2025-02-07,0.30600000000000005,0.9177142857142856,-0.6117142857142855,0,0.0
2025-02-10,-0.9720000000000001,-0.7951428571428572,-0.17685714285714293,1,0.2
2025-02-11,1.0139999999999998,1.4639999999999997,-0.44999999999999996,0,0.0
2025-02-12,0.07000000000000006,-0.40628571428571436,0.4762857142857144,1,0.2
2025-02-13,1.6619999999999997,1.0602857142857143,0.6017142857142854,2,0.4
2025-02-14,0.766,0.36228571428571427,0.40371428571428575,3,0.6
2025-02-17,-2.35,-1.6557142857142857,-0.6942857142857144,0,0.0
2025-02-18,1.982,1.467142857142857,0.5148571428571429,2,0.4
2025-02-19,-0.030000000000000006,-0.054857142857142834,0.024857142857142828,2,0.4
2025-02-20,2.316,2.1222857142857143,0.1937142857142855,2,0.4
2025-02-21,-0.32199999999999995,-0.05742857142857143,-0.2645714285714285,0,0.0
2025-02-24,-1.6440000000000001,-1.3131428571428572,-0.33085714285714296,1,0.2
2025-02-25,1.5379999999999998,1.4462857142857144,0.09171428571428542,1,0.2
2025-02-26,-0.882,-0.3562857142857143,-0.5257142857142857,1,0.2
2025-02-27,-4.712,-2.988285714285714,-1.7237142857142858,1,0.2
2025-02-28,0.40800000000000003,0.31457142857142856,0.09342857142857147,2,0.4
2025-03-03,-0.084,0.5525714285714286,-0.6365714285714286,2,0.4
2025-03-04,0.704,0.2582857142857143,0.4457142857142857,2,0.4
2025-03-05,1.6219999999999999,2.2859999999999996,-0.6639999999999997,0,0.0
2025-03-06,-1.182,-0.5085714285714286,-0.6734285714285714,0,0.0
2025-03-07,-0.9339999999999999,-0.2782857142857143,-0.6557142857142857,2,0.4
2025-03-10,1.7119999999999997,0.41685714285714287,1.295142857142857,4,0.8
2025-03-11,-0.652,-0.1717142857142857,-0.4802857142857143,0,0.0
2025-03-12,-0.8019999999999999,-0.8414285714285714,0.03942857142857148,2,0.4
2025-03-13,1.8559999999999999,2.1625714285714284,-0.3065714285714285,1,0.2
2025-03-14,-0.072,-0.23228571428571426,0.16028571428571425,3,0.6
2025-03-17,-0.29800000000000004,0.4622857142857143,-0.7602857142857143,0,0.0
2025-03-18,-0.6,-0.5051428571428571,-0.09485714285714286,2,0.4
2025-03-19,-0.868,-0.9457142857142857,0.07771428571428574,1,0.2
2025-03-20,-1.4280000000000002,-1.7831428571428571,0.355142857142857,2,0.4
2025-03-21,-0.019999999999999997,0.05800000000000002,-0.07800000000000001,2,0.4
2025-03-24,-1.288,-0.4142857142857143,-0.8737142857142857,0,0.0
2025-03-25,0.17200000000000001,0.03314285714285714,0.13885714285714287,2,0.4
2025-03-26,0.29000000000000004,0.09142857142857144,0.1985714285714286,2,0.4
2025-03-27,-1.042,-0.7177142857142859,-0.3242857142857142,2,0.4
2025-03-28,-0.15,-1.1325714285714286,0.9825714285714285,4,0.8
2025-03-31,-0.057999999999999975,0.4857142857142857,-0.5437142857142857,1,0.2
2025-04-01,0.020000000000000018,-0.1137142857142857,0.13371428571428573,3,0.6
2025-04-02,-0.576,-0.5882857142857143,0.012285714285714344,2,0.4
2025-04-03,-10.001999999999999,-8.52857142857143,-1.4734285714285686,0,0.0
2025-04-07,-0.052000000000000046,0.7297142857142855,-0.7817142857142856,0,0.0
2025-04-08,1.3119999999999998,2.0888571428571434,-0.7768571428571436,1,0.2
2025-04-09,1.7439999999999998,1.7565714285714285,-0.012571428571428678,1,0.2
2025-04-10,-0.018000000000000016,0.6128571428571429,-0.6308571428571429,2,0.4
2025-04-11,0.8959999999999999,0.536,0.3599999999999999,3,0.6
2025-04-14,-0.7660000000000001,-0.42028571428571426,-0.34571428571428586,0,0.0
2025-04-15,-1.966,-0.404,-1.5619999999999998,0,0.0
2025-04-16,0.45,0.22257142857142856,0.22742857142857145,2,0.4
2025-04-17,0.354,-0.156,0.51,3,0.6
2025-04-18,1.568,0.9874285714285715,0.5805714285714285,2,0.4
2025-04-21,-0.426,-0.24314285714285713,-0.18285714285714286,2,0.4
2025-04-22,2.168,0.29285714285714287,1.8751428571428572,4,0.8
2025-04-23,-1.614,-0.7051428571428572,-0.9088571428571429,0,0.0
2025-04-24,1.1940000000000002,0.37599999999999995,0.8180000000000003,4,0.8
2025-04-25,-0.09599999999999995,-0.4534285714285714,0.35742857142857143,2,0.4
2025-04-28,-0.12599999999999997,-0.002000000000000005,-0.12399999999999997,0,0.0
2025-04-29,0.974,0.5454285714285714,0.4285714285714286,2,0.4
2025-04-30,2.56,1.8405714285714285,0.7194285714285715,3,0.6
2025-05-06,-0.36000000000000004,0.2505714285714285,-0.6105714285714285,1,0.2
2025-05-07,1.4940000000000002,0.6125714285714285,0.8814285714285717,4,0.8
2025-05-08,-1.7920000000000003,-0.9831428571428571,-0.8088571428571432,0,0.0
2025-05-09,2.1380000000000003,1.3988571428571426,0.7391428571428578,2,0.4
2025-05-12,-0.8200000000000001,-0.216,-0.6040000000000001,2,0.4
2025-05-13,-0.256,0.7554285714285712,-1.0114285714285711,0,0.0
2025-05-14,-1.2559999999999998,-1.3662857142857143,0.11028571428571454,2,0.4
2025-05-15,-0.45199999999999996,-0.2914285714285714,-0.16057142857142853,1,0.2
2025-05-16,0.358,0.03657142857142857,0.3214285714285714,3,0.6
2025-05-19,-0.07999999999999996,0.5442857142857143,-0.6242857142857142,1,0.2
2025-05-20,0.694,0.14885714285714285,0.5451428571428572,2,0.4
2025-05-21,-1.0020000000000002,-0.6151428571428571,-0.3868571428571431,0,0.0
2025-05-22,-1.218,-0.9242857142857144,-0.2937142857142856,0,0.0
2025-05-23,0.27,0.10371428571428573,0.1662857142857143,3,0.6
2025-05-26,-1.1400000000000001,-0.4494285714285714,-0.6905714285714287,0,0.0
2025-05-27,-0.184,-0.3211428571428571,0.13714285714285712,2,0.4
2025-05-28,1.366,1.3091428571428574,0.05685714285714272,1,0.2
2025-05-29,-0.6599999999999999,-0.7705714285714286,0.11057142857142865,1,0.2
2025-05-30,0.9280000000000002,0.44685714285714284,0.4811428571428573,2,0.4
2025-06-03,0.572,0.7705714285714286,-0.19857142857142862,0,0.0
2025-06-04,-0.028000000000000014,0.6385714285714285,-0.6665714285714285,0,0.0
2025-06-05,-0.038000000000000006,-0.13,0.092,2,0.4
2025-06-06,1.018,0.8519999999999999,0.16600000000000015,3,0.6
2025-06-09,-0.7580000000000001,-0.8202857142857143,0.06228571428571417,1,0.2
2025-06-10,0.874,0.774,0.09999999999999998,1,0.2
2025-06-11,-0.296,-0.16314285714285715,-0.13285714285714284,1,0.2
2025-06-12,-0.8300000000000001,-0.9980000000000002,0.16800000000000015,2,0.4
2025-06-13,0.256,0.6139999999999999,-0.3579999999999999,1,0.2
2025-06-16,-0.346,-0.2822857142857143,-0.06371428571428567,2,0.4
2025-06-17,0.556,-0.047999999999999994,0.6040000000000001,4,0.8
2025-06-18,-1.21,-1.1134285714285717,-0.09657142857142831,1,0.2
2025-06-19,-0.616,-0.34571428571428564,-0.27028571428571435,1,0.2
2025-06-20,0.702,0.6337142857142858,0.06828571428571417,1,0.2
2025-06-23,1.752,1.4314285714285715,0.3205714285714285,2,0.4
2025-06-24,1.27,1.6348571428571428,-0.36485714285714277,0,0.0
2025-06-25,-0.5700000000000001,-0.3948571428571428,-0.17514285714285727,1,0.2
2025-06-26,0.588,0.14800000000000002,0.43999999999999995,2,0.4
2025-06-27,1.3679999999999999,1.260857142857143,0.10714285714285698,2,0.4
2025-06-30,-0.462,-0.08714285714285713,-0.3748571428571429,0,0.0
2025-07-01,-0.13199999999999998,-0.4757142857142857,0.34371428571428575,2,0.4
2025-07-02,-0.5700000000000001,0.3902857142857143,-0.9602857142857144,0,0.0
2025-07-03,-0.25,-0.09342857142857143,-0.15657142857142858,1,0.2
2025-07-04,0.514,-0.2602857142857143,0.7742857142857142,3,0.6
2025-07-07,0.7580000000000001,1.4202857142857142,-0.662285714285714,1,0.2
2025-07-08,-0.6419999999999999,-0.20971428571428571,-0.43228571428571416,0,0.0
2025-07-09,-0.007999999999999997,0.49828571428571433,-0.5062857142857143,0,0.0
