date,etf_code,etf_name,label_next_return,pred_score,pred_rank,actual_rank
2025-01-08,159901,深证100ETF,0.31,-0.10197413011666817,33.5,14.5
2025-01-08,159915,创业板ETF,0.15,-0.027448651944622288,2.0,19.0
2025-01-08,159928,消费ETF,-0.38,-0.10197413011666817,33.5,29.0
2025-01-08,510050,上证50ETF,-0.51,-0.08901489961105448,27.0,31.0
2025-01-08,510300,沪深300ETF,-0.21,-0.10197413011666817,33.5,25.0
2025-01-08,510500,中证500ETF,-0.07,-0.07221282637317708,18.0,22.0
2025-01-08,512010,医药ETF,0.0,-0.06675747453360686,12.0,21.0
2025-01-08,512100,中证1000ETF,0.22,-0.04330960965128471,7.0,18.0
2025-01-08,512170,医疗ETF,-0.32,-0.06716784455099872,15.5,27.0
2025-01-08,512200,房地产ETF,0.14,-0.04373965992704288,8.0,20.0
2025-01-08,512400,有色金属ETF,0.72,-0.07344876630194849,19.0,7.0
2025-01-08,512480,半导体ETF,0.31,-0.09422301864230605,29.5,14.5
2025-01-08,512580,环保ETF,-0.11,-0.06716784455099872,15.5,23.0
2025-01-08,512660,军工ETF,1.45,-0.033141816728160974,3.5,2.0
2025-01-08,512670,国防ETF,2.49,-0.033141816728160974,3.5,1.0
2025-01-08,512690,白酒ETF,0.52,-0.05093617831441822,9.0,10.5
2025-01-08,512720,计算机ETF,1.15,-0.057106411318871654,11.0,5.0
2025-01-08,512760,芯片ETF,0.28,-0.09422301864230605,29.5,16.0
2025-01-08,512800,银行ETF,-0.68,-0.06695256979973387,13.0,33.0
2025-01-08,512880,证券ETF,-0.37,-0.03588189567968709,5.0,28.0
2025-01-08,512980,传媒ETF,0.27,-0.03803356237204287,6.0,17.0
2025-01-08,515000,科技ETF,0.64,-0.08634760744280892,23.5,8.0
2025-01-08,515030,新能源车ETF,1.23,-0.06716784455099872,15.5,3.0
2025-01-08,515050,5GETF,1.19,-0.09422301864230605,29.5,4.0
2025-01-08,515220,煤炭ETF,-1.06,-0.05154132187713949,10.0,34.0
2025-01-08,515790,光伏ETF,-0.55,-0.10197413011666817,33.5,32.0
2025-01-08,516150,稀土ETF,0.9,-0.08634760744280892,23.5,6.0
2025-01-08,516510,云计算ETF,0.59,-0.08629363181850146,22.0,9.0
2025-01-08,588000,科创50ETF,-0.2,-0.09422301864230605,29.5,24.0
2025-01-09,159607,储能ETF,-1.74,-0.08117595692708403,20.0,21.0
2025-01-09,159611,电力ETF,-1.49,-0.050020101036661935,1.0,16.0
2025-01-09,159740,人工智能ETF,-1.37,-0.06695256979973387,6.0,14.0
2025-01-09,159766,旅游ETF,-2.42,-0.09806635522773945,32.0,29.0
2025-01-09,159825,农业ETF,-1.74,-0.08634760744280892,27.0,21.0
2025-01-09,159869,游戏ETF,-2.33,-0.12280642016007587,34.0,28.0
2025-01-09,159901,深证100ETF,-1.63,-0.08117595692708403,20.0,18.0
2025-01-09,159915,创业板ETF,-1.67,-0.07292332194035542,11.0,19.0
2025-01-09,159928,消费ETF,-1.29,-0.08850418737542622,29.0,12.0
2025-01-09,510050,上证50ETF,-0.9,-0.08329606834417465,24.0,7.0
2025-01-09,510300,沪深300ETF,-1.14,-0.08117595692708403,20.0,10.0
2025-01-09,510500,中证500ETF,-1.5,-0.07414696390962733,14.5,17.0
2025-01-09,512010,医药ETF,-1.47,-0.08385520801590157,25.5,15.0
2025-01-09,512100,中证1000ETF,-2.16,-0.05045041128640879,2.5,27.0
2025-01-09,512170,医疗ETF,-1.3,-0.08385520801590157,25.5,13.0
2025-01-09,512200,房地产ETF,-2.66,-0.06507600275147038,5.0,30.0
2025-01-09,512400,有色金属ETF,-0.41,-0.07344876630194849,12.5,2.0
2025-01-09,512480,半导体ETF,-0.51,-0.07004307262892506,8.0,4.0
2025-01-09,512580,环保ETF,-2.03,-0.08117595692708403,20.0,26.0
2025-01-09,512660,军工ETF,-1.23,-0.07414696390962733,14.5,11.0
2025-01-09,512670,国防ETF,-1.06,-0.08901489961105448,31.0,9.0
2025-01-09,512690,白酒ETF,-1.9,-0.08850418737542622,29.0,24.0
2025-01-09,512720,计算机ETF,-2.69,-0.12280642016007587,34.0,31.0
2025-01-09,512760,芯片ETF,-0.46,-0.07004307262892506,8.0,3.0
2025-01-09,512800,银行ETF,-0.68,-0.07344876630194849,12.5,5.0
2025-01-09,512880,证券ETF,-1.77,-0.08850418737542622,29.0,23.0
2025-01-09,512980,传媒ETF,-2.85,-0.12280642016007587,34.0,32.0
2025-01-09,515000,科技ETF,-1.74,-0.08117595692708403,20.0,21.0
2025-01-09,515030,新能源车ETF,-0.87,-0.08117595692708403,20.0,6.0
2025-01-09,515050,5GETF,-2.89,-0.0718639466151302,10.0,33.0
2025-01-09,515220,煤炭ETF,-1.95,-0.06320820660637179,4.0,25.0
2025-01-09,515790,光伏ETF,-3.46,-0.05045041128640879,2.5,35.0
2025-01-09,516150,稀土ETF,-0.39,-0.07596783789583246,16.0,1.0
2025-01-09,516510,云计算ETF,-3.03,-0.07004307262892506,8.0,34.0
2025-01-09,588000,科创50ETF,-0.99,-0.08117595692708403,20.0,8.0
2025-01-10,159607,储能ETF,-1.41,-0.041883541266009176,7.0,35.0
2025-01-10,159611,电力ETF,-0.76,-0.004339266014020768,3.5,32.0
2025-01-10,159740,人工智能ETF,-1.04,-0.06478379059748077,16.0,33.0
2025-01-10,159766,旅游ETF,0.16,-0.05360253288178425,12.5,17.0
2025-01-10,159825,农业ETF,0.32,-0.004339266014020768,3.5,8.5
2025-01-10,159869,游戏ETF,0.32,-0.0483290479423575,8.0,8.5
2025-01-10,159901,深证100ETF,-0.39,-0.05940964646422207,14.0,26.0
2025-01-10,159915,创业板ETF,0.21,-0.10104010969721391,32.5,15.0
2025-01-10,159928,消费ETF,0.26,-0.03819812332523062,6.0,13.0
2025-01-10,510050,上证50ETF,-0.32,-0.07123162417565339,20.5,25.0
2025-01-10,510300,沪深300ETF,-0.4,-0.07123162417565339,20.5,27.0
2025-01-10,510500,中证500ETF,0.17,-0.07292332194035542,22.0,16.0
2025-01-10,512010,医药ETF,0.6,-0.004339266014020768,3.5,6.0
2025-01-10,512100,中证1000ETF,0.23,-0.12280642016007587,34.5,14.0
2025-01-10,512170,医疗ETF,0.33,-0.06320820660637179,15.0,7.0
2025-01-10,512200,房地产ETF,0.89,-0.06745025551055413,18.0,2.0
2025-01-10,512400,有色金属ETF,2.37,-0.06695256979973387,17.0,1.0
2025-01-10,512480,半导体ETF,-0.41,-0.07004307262892506,19.0,28.0
2025-01-10,512580,环保ETF,-0.11,-0.004339266014020768,3.5,21.0
2025-01-10,512660,军工ETF,-0.31,-0.0513931257667927,10.0,24.0
2025-01-10,512670,国防ETF,0.0,-0.0513931257667927,10.0,19.5
2025-01-10,512690,白酒ETF,0.88,-0.08627642013639508,30.0,3.0
2025-01-10,512720,计算机ETF,0.11,-0.12280642016007587,34.5,18.0
2025-01-10,512760,芯片ETF,-0.46,-0.07414696390962733,24.0,29.0
2025-01-10,512800,银行ETF,-1.37,-0.07344876630194849,23.0,34.0
2025-01-10,512880,证券ETF,0.28,-0.05360253288178425,12.5,12.0
2025-01-10,512980,传媒ETF,-0.28,-0.10104010969721391,32.5,22.0
2025-01-10,515000,科技ETF,-0.48,-0.08117595692708403,28.0,30.0
2025-01-10,515030,新能源车ETF,0.79,-0.08117595692708403,28.0,4.5
2025-01-10,515050,5GETF,-0.65,-0.0513931257667927,10.0,31.0
2025-01-10,515220,煤炭ETF,-0.3,-0.08060480025766384,26.0,23.0
2025-01-10,515790,光伏ETF,0.29,-0.07611411544840377,25.0,11.0
2025-01-10,516150,稀土ETF,0.79,-0.08901489961105448,31.0,4.5
2025-01-10,516510,云计算ETF,0.3,0.006956311966829731,1.0,10.0
2025-01-10,588000,科创50ETF,0.0,-0.08117595692708403,28.0,19.5
2025-01-13,159607,储能ETF,3.35,-0.053697901809756775,2.0,19.0
2025-01-13,159611,电力ETF,1.75,-0.08850418737542622,18.5,33.0
2025-01-13,159740,人工智能ETF,3.33,-0.08850418737542622,18.5,20.0
2025-01-13,159766,旅游ETF,3.88,-0.08850418737542622,18.5,13.5
2025-01-13,159825,农业ETF,2.56,-0.08850418737542622,18.5,28.0
2025-01-13,159869,游戏ETF,5.07,-0.06507600275147038,3.5,4.0
2025-01-13,159901,深证100ETF,3.68,-0.09354916919760457,25.0,16.0
2025-01-13,159915,创业板ETF,4.84,-0.07292332194035542,5.0,6.0
2025-01-13,159928,消费ETF,2.34,-0.08850418737542622,18.5,30.0
2025-01-13,510050,上证50ETF,1.78,-0.08850418737542622,18.5,32.0
2025-01-13,510300,沪深300ETF,2.63,-0.08117595692708403,12.0,26.0
2025-01-13,510500,中证500ETF,3.48,-0.07414696390962733,7.0,18.0
2025-01-13,512010,医药ETF,2.37,-0.07652697756755938,9.0,29.0
2025-01-13,512100,中证1000ETF,4.68,-0.06507600275147038,3.5,8.0
2025-01-13,512170,医疗ETF,3.28,-0.08850418737542622,18.5,21.0
2025-01-13,512200,房地产ETF,3.0,-0.07607168257129335,8.0,24.0
2025-01-13,512400,有色金属ETF,1.51,-0.07344876630194849,6.0,35.0
2025-01-13,512480,半导体ETF,4.02,-0.09422301864230605,27.0,11.0
2025-01-13,512580,环保ETF,2.73,-0.08850418737542622,18.5,25.0
2025-01-13,512660,军工ETF,3.73,-0.09637959857492334,31.0,15.0
2025-01-13,512670,国防ETF,3.23,-0.09637959857492334,31.0,22.0
2025-01-13,512690,白酒ETF,2.62,-0.08850418737542622,18.5,27.0
2025-01-13,512720,计算机ETF,5.94,-0.09637959857492334,31.0,1.0
2025-01-13,512760,芯片ETF,3.88,-0.09422301864230605,27.0,13.5
2025-01-13,512800,银行ETF,1.67,-0.07999963151495589,10.0,34.0
2025-01-13,512880,证券ETF,4.35,-0.12280642016007587,34.5,9.0
2025-01-13,512980,传媒ETF,5.45,-0.09637959857492334,31.0,3.0
2025-01-13,515000,科技ETF,4.7,-0.08117595692708403,12.0,7.0
2025-01-13,515030,新能源车ETF,4.0,-0.09422301864230605,27.0,12.0
2025-01-13,515050,5GETF,4.87,-0.09637959857492334,31.0,5.0
2025-01-13,515220,煤炭ETF,2.19,-0.05209399130462993,1.0,31.0
2025-01-13,515790,光伏ETF,3.57,-0.08850418737542622,18.5,17.0
2025-01-13,516150,稀土ETF,4.13,-0.08901489961105448,24.0,10.0
2025-01-13,516510,云计算ETF,5.72,-0.12280642016007587,34.5,2.0
2025-01-13,588000,科创50ETF,3.18,-0.08117595692708403,12.0,23.0
2025-01-14,159607,储能ETF,-0.12,-0.07596783789583246,17.0,10.0
2025-01-14,159611,电力ETF,-0.11,-0.08117595692708403,20.0,9.0
2025-01-14,159740,人工智能ETF,0.0,-0.06695256979973387,3.0,6.5
2025-01-14,159766,旅游ETF,0.3,-0.12280642016007587,34.5,5.0
2025-01-14,159825,农业ETF,-0.78,-0.08117595692708403,20.0,20.0
2025-01-14,159869,游戏ETF,0.31,-0.09422301864230605,30.5,4.0
2025-01-14,159901,深证100ETF,-1.18,-0.06870698360742448,4.0,27.5
2025-01-14,159915,创业板ETF,-1.82,-0.07391510263867605,12.5,35.0
2025-01-14,159928,消费ETF,-1.02,-0.07596783789583246,17.0,25.0
2025-01-14,510050,上证50ETF,-0.23,-0.09117147954367177,27.0,12.0
2025-01-14,510300,沪深300ETF,-0.6,-0.07596783789583246,17.0,17.0
2025-01-14,510500,中证500ETF,-0.81,-0.07391510263867605,12.5,21.0
2025-01-14,512010,医药ETF,-0.87,-0.07139798979608848,8.0,22.0
2025-01-14,512100,中证1000ETF,-0.77,-0.07414696390962733,14.5,19.0
2025-01-14,512170,医疗ETF,-1.59,-0.06513169581352873,2.0,32.0
2025-01-14,512200,房地产ETF,0.0,-0.12280642016007587,34.5,6.5
2025-01-14,512400,有色金属ETF,-1.09,-0.07344876630194849,10.0,26.0
2025-01-14,512480,半导体ETF,-0.1,-0.08901489961105448,24.5,8.0
2025-01-14,512580,环保ETF,-0.21,-0.08117595692708403,20.0,11.0
2025-01-14,512660,军工ETF,-1.6,-0.09422301864230605,30.5,33.0
2025-01-14,512670,国防ETF,-1.79,-0.09422301864230605,30.5,34.0
2025-01-14,512690,白酒ETF,-0.51,-0.07414696390962733,14.5,16.0
2025-01-14,512720,计算机ETF,-1.5,-0.07004307262892506,5.5,30.0
2025-01-14,512760,芯片ETF,-0.36,-0.08901489961105448,24.5,13.0
2025-01-14,512800,银行ETF,0.82,-0.07344876630194849,10.0,2.0
2025-01-14,512880,证券ETF,-1.18,-0.07004307262892506,5.5,27.5
2025-01-14,512980,传媒ETF,0.66,-0.09422301864230605,30.5,3.0
2025-01-14,515000,科技ETF,-1.24,-0.08901489961105448,24.5,29.0
2025-01-14,515030,新能源车ETF,-1.0,-0.07131885853630782,7.0,24.0
2025-01-14,515050,5GETF,-1.52,0.07609974929144495,1.0,31.0
2025-01-14,515220,煤炭ETF,-0.68,-0.08850418737542622,22.0,18.0
2025-01-14,515790,光伏ETF,0.83,-0.09422301864230605,30.5,1.0
2025-01-14,516150,稀土ETF,-0.38,-0.07344876630194849,10.0,14.0
2025-01-14,516510,云计算ETF,-0.95,-0.09422301864230605,30.5,23.0
2025-01-14,588000,科创50ETF,-0.48,-0.08901489961105448,24.5,15.0
2025-01-15,159607,储能ETF,1.27,-0.07999963151495589,24.5,3.5
2025-01-15,159611,电力ETF,0.0,-0.09637959857492334,35.0,23.0
2025-01-15,159740,人工智能ETF,1.19,-0.07344876630194849,13.5,5.0
2025-01-15,159766,旅游ETF,0.45,-0.08901489961105448,28.5,11.0
2025-01-15,159825,农业ETF,0.16,-0.08901489961105448,28.5,20.0
2025-01-15,159869,游戏ETF,-0.1,-0.05581968550157491,2.0,25.5
2025-01-15,159901,深证100ETF,0.35,-0.05771130378760151,3.5,15.0
2025-01-15,159915,创业板ETF,0.55,-0.06291942281885307,5.0,10.0
2025-01-15,159928,消费ETF,-0.64,-0.09117147954367177,31.0,31.0
2025-01-15,510050,上证50ETF,-0.35,-0.07596783789583246,22.5,29.0
2025-01-15,510300,沪深300ETF,0.05,-0.07596783789583246,22.5,22.0
2025-01-15,510500,中证500ETF,0.33,-0.04618500673554113,1.0,16.0
2025-01-15,512010,医药ETF,-0.87,-0.07355456972870578,18.5,32.0
2025-01-15,512100,中证1000ETF,0.43,-0.06870698360742448,8.0,12.5
2025-01-15,512170,医疗ETF,0.32,-0.07355456972870578,18.5,17.0
2025-01-15,512200,房地产ETF,0.07,-0.05771130378760151,3.5,21.0
2025-01-15,512400,有色金属ETF,1.8,-0.07344876630194849,13.5,1.0
2025-01-15,512480,半导体ETF,-2.08,-0.07344876630194849,13.5,34.0
2025-01-15,512580,环保ETF,0.43,-0.08901489961105448,28.5,12.5
2025-01-15,512660,军工ETF,-0.1,-0.07414696390962733,20.5,25.5
2025-01-15,512670,国防ETF,-0.45,-0.09422301864230605,33.0,30.0
2025-01-15,512690,白酒ETF,-0.34,-0.09422301864230605,33.0,28.0
2025-01-15,512720,计算机ETF,0.61,-0.07004307262892506,9.0,9.0
2025-01-15,512760,芯片ETF,-2.23,-0.07344876630194849,13.5,35.0
2025-01-15,512800,银行ETF,0.95,-0.06695256979973387,7.0,8.0
2025-01-15,512880,证券ETF,0.18,-0.07414696390962733,20.5,19.0
2025-01-15,512980,传媒ETF,0.4,-0.06618987076483691,6.0,14.0
2025-01-15,515000,科技ETF,-0.31,-0.07344876630194849,13.5,27.0
2025-01-15,515030,新能源车ETF,-0.08,-0.07344876630194849,13.5,24.0
2025-01-15,515050,5GETF,1.27,-0.08901489961105448,28.5,3.5
2025-01-15,515220,煤炭ETF,1.67,-0.08850418737542622,26.0,2.0
2025-01-15,515790,光伏ETF,0.96,-0.07999963151495589,24.5,7.0
2025-01-15,516150,稀土ETF,0.19,-0.07344876630194849,13.5,18.0
2025-01-15,516510,云计算ETF,1.05,-0.09422301864230605,33.0,6.0
2025-01-15,588000,科创50ETF,-2.03,-0.07344876630194849,13.5,33.0
2025-01-16,159607,储能ETF,0.46,-0.06618987076483691,10.0,18.0
2025-01-16,159611,电力ETF,0.0,-0.08901489961105448,34.5,29.0
2025-01-16,159740,人工智能ETF,1.01,-0.07344876630194849,24.5,8.0
2025-01-16,159766,旅游ETF,0.3,-0.06618987076483691,10.0,21.0
2025-01-16,159825,农业ETF,1.41,-0.06618987076483691,10.0,4.0
2025-01-16,159869,游戏ETF,-0.1,-0.06618987076483691,10.0,31.0
2025-01-16,159901,深证100ETF,0.54,-0.07344876630194849,24.5,16.0
2025-01-16,159915,创业板ETF,0.8,-0.048696035691502916,1.5,12.0
2025-01-16,159928,消费ETF,1.03,-0.07999963151495589,33.0,7.0
2025-01-16,510050,上证50ETF,0.0,-0.08901489961105448,34.5,29.0
2025-01-16,510300,沪深300ETF,0.34,-0.07716920213763712,32.0,20.0
2025-01-16,510500,中证500ETF,0.79,-0.059691715511325884,4.0,13.0
2025-01-16,512010,医药ETF,0.29,-0.06618987076483691,10.0,22.0
2025-01-16,512100,中证1000ETF,0.73,-0.048696035691502916,1.5,14.0
2025-01-16,512170,医疗ETF,0.0,-0.06618987076483691,10.0,29.0
2025-01-16,512200,房地产ETF,0.21,-0.05771130378760151,3.0,23.0
2025-01-16,512400,有色金属ETF,0.49,-0.06695256979973387,16.0,17.0
2025-01-16,512480,半导体ETF,2.33,-0.07344876630194849,24.5,1.0
2025-01-16,512580,环保ETF,0.11,-0.06695256979973387,16.0,26.0
2025-01-16,512660,军工ETF,0.92,-0.07344876630194849,24.5,10.0
2025-01-16,512670,国防ETF,1.83,-0.07344876630194849,24.5,3.0
2025-01-16,512690,白酒ETF,0.69,-0.06618987076483691,10.0,15.0
2025-01-16,512720,计算机ETF,0.2,-0.07344876630194849,24.5,24.0
2025-01-16,512760,芯片ETF,2.1,-0.07344876630194849,24.5,2.0
2025-01-16,512800,银行ETF,-0.54,-0.07344876630194849,24.5,34.0
2025-01-16,512880,证券ETF,0.18,-0.06618987076483691,10.0,25.0
2025-01-16,512980,传媒ETF,-0.92,-0.06618987076483691,10.0,35.0
2025-01-16,515000,科技ETF,1.1,-0.07344876630194849,24.5,6.0
2025-01-16,515030,新能源车ETF,0.93,-0.07344876630194849,24.5,9.0
2025-01-16,515050,5GETF,1.34,-0.07344876630194849,24.5,5.0
2025-01-16,515220,煤炭ETF,-0.39,-0.06695256979973387,16.0,33.0
2025-01-16,515790,光伏ETF,-0.27,-0.05992357678227717,5.0,32.0
2025-01-16,516150,稀土ETF,0.38,-0.07344876630194849,24.5,19.0
2025-01-16,516510,云计算ETF,0.09,-0.07344876630194849,24.5,27.0
2025-01-16,588000,科创50ETF,0.89,-0.07344876630194849,24.5,11.0
2025-01-17,159607,储能ETF,3.41,-0.07344876630194849,27.5,1.0
2025-01-17,159611,电力ETF,-0.21,-0.07344876630194849,27.5,30.0
2025-01-17,159740,人工智能ETF,2.49,-0.07344876630194849,27.5,2.0
2025-01-17,159766,旅游ETF,0.44,-0.06618987076483691,11.0,20.0
2025-01-17,159825,农业ETF,-0.31,-0.06618987076483691,11.0,31.0
2025-01-17,159869,游戏ETF,0.62,-0.06618987076483691,11.0,14.0
2025-01-17,159901,深证100ETF,1.15,-0.06695256979973387,19.0,7.0
2025-01-17,159915,创业板ETF,1.78,-0.05992357678227717,5.0,3.0
2025-01-17,159928,消费ETF,0.26,-0.06695256979973387,19.0,24.5
2025-01-17,510050,上证50ETF,0.23,-0.07344876630194849,27.5,26.0
2025-01-17,510300,沪深300ETF,0.5,-0.06695256979973387,19.0,17.0
2025-01-17,510500,中证500ETF,0.48,-0.06695256979973387,19.0,18.0
2025-01-17,512010,医药ETF,1.76,-0.06618987076483691,11.0,4.0
2025-01-17,512100,中证1000ETF,0.56,-0.048696035691502916,1.0,15.0
2025-01-17,512170,医疗ETF,0.96,-0.06618987076483691,11.0,9.0
2025-01-17,512200,房地产ETF,0.35,-0.059691715511325884,2.0,21.0
2025-01-17,512400,有色金属ETF,-0.98,-0.07560534623456579,33.0,34.0
2025-01-17,512480,半导体ETF,-0.1,-0.05992357678227717,5.0,29.0
2025-01-17,512580,环保ETF,0.95,-0.06695256979973387,19.0,10.0
2025-01-17,512660,军工ETF,1.01,-0.07344876630194849,27.5,8.0
2025-01-17,512670,国防ETF,0.3,-0.06695256979973387,19.0,22.5
2025-01-17,512690,白酒ETF,0.85,-0.06695256979973387,19.0,11.0
2025-01-17,512720,计算机ETF,0.3,-0.07344876630194849,27.5,22.5
2025-01-17,512760,芯片ETF,0.0,-0.05992357678227717,5.0,28.0
2025-01-17,512800,银行ETF,-0.41,-0.07344876630194849,27.5,32.0
2025-01-17,512880,证券ETF,0.46,-0.05992357678227717,5.0,19.0
2025-01-17,512980,传媒ETF,0.26,-0.06618987076483691,11.0,24.5
2025-01-17,515000,科技ETF,0.78,-0.06695256979973387,19.0,12.0
2025-01-17,515030,新能源车ETF,1.34,-0.06695256979973387,19.0,6.0
2025-01-17,515050,5GETF,1.68,-0.07560534623456579,33.0,5.0
2025-01-17,515220,煤炭ETF,-1.26,-0.08901489961105448,35.0,35.0
2025-01-17,515790,光伏ETF,0.54,-0.06618987076483691,11.0,16.0
2025-01-17,516150,稀土ETF,-0.75,-0.07560534623456579,33.0,33.0
2025-01-17,516510,云计算ETF,0.76,-0.05992357678227717,5.0,13.0
2025-01-17,588000,科创50ETF,0.2,-0.07344876630194849,27.5,27.0
2025-01-20,159607,储能ETF,0.77,-0.06695256979973387,17.0,11.0
2025-01-20,159611,电力ETF,-0.32,-0.06618987076483691,8.5,24.5
2025-01-20,159740,人工智能ETF,1.62,-0.06695256979973387,17.0,2.0
2025-01-20,159766,旅游ETF,-0.29,-0.06618987076483691,8.5,22.5
2025-01-20,159825,农业ETF,-0.78,-0.07344876630194849,26.0,31.0
