date,etf_code,etf_name,label_next_return,model_score,model_score_norm,momentum_factor,reversal_bonus,pred_score,pred_rank,actual_rank
2025-01-07,159901,深证100ETF,-0.66,-0.01013589373887368,0.0,0.6571428571428571,0.15,0.21214285714285713,20.0,19.0
2025-01-07,159915,创业板ETF,-1.11,-0.01013589373887368,0.0,0.2,0.15,0.075,32.0,29.0
2025-01-07,159928,消费ETF,-0.26,-0.01013589373887368,0.0,0.8,0.15,0.255,14.0,11.0
2025-01-07,510050,上证50ETF,0.23,-0.01013589373887368,0.0,0.7714285714285715,0.15,0.24642857142857144,15.0,4.0
2025-01-07,510300,沪深300ETF,-0.16,0.0011099434023641973,0.26262878822358693,0.7428571428571429,0.15,0.395434415791295,3.0,9.0
2025-01-07,510500,中证500ETF,-0.42,-0.01013589373887368,0.0,0.3142857142857143,0.15,0.10928571428571428,30.0,13.5
2025-01-07,512010,医药ETF,-0.87,-0.01013589373887368,0.0,0.6,0.15,0.195,23.0,23.0
2025-01-07,512100,中证1000ETF,-0.48,-0.01013589373887368,0.0,0.2571428571428571,0.15,0.09214285714285714,31.0,15.0
2025-01-07,512170,医疗ETF,-1.28,-0.01013589373887368,0.0,0.6285714285714286,0.15,0.20357142857142857,22.0,32.0
2025-01-07,512200,房地产ETF,-0.5,-0.01013589373887368,0.0,0.4857142857142857,0.15,0.1607142857142857,27.0,16.0
2025-01-07,512400,有色金属ETF,-1.62,-0.01013589373887368,0.0,1.0,0.0,0.3,4.0,35.0
2025-01-07,512480,半导体ETF,0.0,0.0011099434023641973,0.26262878822358693,0.2857142857142857,0.15,0.2582915586484379,13.0,5.5
2025-01-07,512580,环保ETF,-0.32,-0.01013589373887368,0.0,0.5714285714285714,0.15,0.1864285714285714,24.0,12.0
2025-01-07,512660,军工ETF,-0.72,0.0011099434023641973,0.26262878822358693,0.14285714285714285,0.15,0.21543441579129502,19.0,21.0
2025-01-07,512670,国防ETF,-1.23,0.0011099434023641973,0.26262878822358693,0.22857142857142856,0.15,0.2411487015055807,16.0,30.0
2025-01-07,512690,白酒ETF,-0.69,-0.01013589373887368,0.0,0.5142857142857142,0.15,0.16928571428571426,26.0,20.0
2025-01-07,512720,计算机ETF,-1.03,-0.01013589373887368,0.0,0.02857142857142857,0.15,0.02357142857142857,35.0,26.0
2025-01-07,512760,芯片ETF,0.0,0.0011099434023641973,0.26262878822358693,0.34285714285714286,0.15,0.275434415791295,9.0,5.5
2025-01-07,512800,银行ETF,0.82,-0.01013589373887368,0.0,0.9714285714285714,0.05,0.29642857142857143,6.0,1.0
2025-01-07,512880,证券ETF,-1.1,-0.01013589373887368,0.0,0.05714285714285714,0.15,0.03214285714285714,34.0,28.0
2025-01-07,512980,传媒ETF,0.27,0.030426129999365618,0.9472620853815389,0.17142857142857143,0.15,0.6347858226574947,2.0,3.0
2025-01-07,515000,科技ETF,-0.79,0.0011099434023641973,0.26262878822358693,0.4,0.15,0.29257727293415214,7.0,22.0
2025-01-07,515030,新能源车ETF,-0.96,-0.01013589373887368,0.0,0.5428571428571428,0.15,0.17785714285714282,25.0,25.0
2025-01-07,515050,5GETF,-0.91,0.0011099434023641973,0.26262878822358693,0.37142857142857144,0.15,0.2840058443627236,8.0,24.0
2025-01-07,515220,煤炭ETF,-1.24,-0.01013589373887368,0.0,0.8571428571428571,0.15,0.27214285714285713,10.0,31.0
2025-01-07,515790,光伏ETF,-0.14,-0.01013589373887368,0.0,0.45714285714285713,0.15,0.15214285714285714,28.0,8.0
2025-01-07,516150,稀土ETF,-1.57,-0.01013589373887368,0.0,0.8857142857142857,0.05,0.2707142857142857,11.0,34.0
2025-01-07,516510,云计算ETF,-1.07,-0.01013589373887368,0.0,0.08571428571428572,0.15,0.04071428571428572,33.0,27.0
2025-01-07,588000,科创50ETF,-0.1,-0.01013589373887368,0.0,0.6857142857142857,0.15,0.2207142857142857,18.0,7.0
2025-01-08,159607,储能ETF,0.35,-0.01013589373887368,0.7619518458038768,0.8571428571428571,0.15,0.7293139646251832,6.0,12.0
2025-01-08,159611,电力ETF,-1.47,-0.01013589373887368,0.7619518458038768,0.6857142857142857,0.15,0.6778853931966118,12.0,35.0
2025-01-08,159740,人工智能ETF,0.52,-0.01013589373887368,0.7619518458038768,0.9142857142857143,0.15,0.7464568217680403,4.0,10.5
2025-01-08,159766,旅游ETF,-0.45,-0.01013589373887368,0.7619518458038768,0.22857142857142856,0.15,0.5407425360537547,28.0,30.0
2025-01-08,159825,农业ETF,-0.31,-0.01013589373887368,0.7619518458038768,0.5428571428571428,0.15,0.6350282503394689,17.0,26.0
2025-01-08,159869,游戏ETF,0.32,-0.01013589373887368,0.7619518458038768,0.2571428571428571,0.15,0.5493139646251832,27.0,13.0
2025-01-08,159901,深证100ETF,0.31,-0.01013589373887368,0.7619518458038768,0.6,0.15,0.6521711074823261,15.0,14.5
2025-01-08,159915,创业板ETF,0.15,-0.01013589373887368,0.7619518458038768,0.2,0.15,0.532171107482326,29.0,19.0
2025-01-08,159928,消费ETF,-0.38,-0.01013589373887368,0.7619518458038768,0.5714285714285714,0.15,0.6435996789108974,16.0,29.0
2025-01-08,510050,上证50ETF,-0.51,-0.01013589373887368,0.7619518458038768,0.7714285714285715,0.15,0.7035996789108975,9.0,31.0
2025-01-08,510300,沪深300ETF,-0.21,-0.01013589373887368,0.7619518458038768,0.7428571428571429,0.15,0.6950282503394689,10.0,25.0
2025-01-08,510500,中证500ETF,-0.07,-0.01013589373887368,0.7619518458038768,0.5142857142857142,0.15,0.6264568217680403,18.0,22.0
2025-01-08,512010,医药ETF,0.0,-0.01013589373887368,0.7619518458038768,0.2857142857142857,0.15,0.5578853931966118,26.0,21.0
2025-01-08,512100,中证1000ETF,0.22,-0.01013589373887368,0.7619518458038768,0.37142857142857144,0.15,0.5835996789108975,23.0,18.0
2025-01-08,512170,医疗ETF,-0.32,-0.01013589373887368,0.7619518458038768,0.3142857142857143,0.15,0.5664568217680404,25.0,27.0
2025-01-08,512200,房地产ETF,0.14,-0.01013589373887368,0.7619518458038768,0.4,0.15,0.592171107482326,22.0,20.0
2025-01-08,512400,有色金属ETF,0.72,-0.01013589373887368,0.7619518458038768,1.0,0.0,0.757171107482326,2.0,7.0
2025-01-08,512480,半导体ETF,0.31,-0.01013589373887368,0.7619518458038768,0.8285714285714286,0.15,0.7207425360537546,7.0,14.5
2025-01-08,512580,环保ETF,-0.11,-0.01013589373887368,0.7619518458038768,0.42857142857142855,0.15,0.6007425360537546,21.0,23.0
2025-01-08,512660,军工ETF,1.45,-0.01013589373887368,0.7619518458038768,0.14285714285714285,0.15,0.5150282503394689,31.0,2.0
2025-01-08,512670,国防ETF,2.49,-0.01013589373887368,0.7619518458038768,0.11428571428571428,0.15,0.5064568217680403,32.0,1.0
2025-01-08,512690,白酒ETF,0.52,-0.01013589373887368,0.7619518458038768,0.17142857142857143,0.15,0.5235996789108974,30.0,10.5
2025-01-08,512720,计算机ETF,1.15,-0.04613191478055055,0.0,0.02857142857142857,0.15,0.02357142857142857,35.0,5.0
2025-01-08,512760,芯片ETF,0.28,-0.01013589373887368,0.7619518458038768,0.8,0.15,0.712171107482326,8.0,16.0
2025-01-08,512800,银行ETF,-0.68,0.0011099434023641973,1.0,0.9714285714285714,0.05,0.8964285714285715,1.0,33.0
2025-01-08,512880,证券ETF,-0.37,-0.01013589373887368,0.7619518458038768,0.05714285714285714,0.15,0.4893139646251832,33.0,28.0
2025-01-08,512980,传媒ETF,0.27,-0.01013589373887368,0.7619518458038768,0.45714285714285713,0.15,0.6093139646251832,20.0,17.0
2025-01-08,515000,科技ETF,0.64,-0.01013589373887368,0.7619518458038768,0.6285714285714286,0.15,0.6607425360537545,14.0,8.0
2025-01-08,515030,新能源车ETF,1.23,-0.01013589373887368,0.7619518458038768,0.4857142857142857,0.15,0.6178853931966117,19.0,3.0
2025-01-08,515050,5GETF,1.19,-0.01013589373887368,0.7619518458038768,0.6571428571428571,0.15,0.6693139646251832,13.0,4.0
2025-01-08,515220,煤炭ETF,-1.06,-0.01013589373887368,0.7619518458038768,0.34285714285714286,0.15,0.5750282503394689,24.0,34.0
2025-01-08,515790,光伏ETF,-0.55,-0.01013589373887368,0.7619518458038768,0.7142857142857143,0.15,0.6864568217680403,11.0,32.0
2025-01-08,516150,稀土ETF,0.9,-0.01013589373887368,0.7619518458038768,0.9428571428571428,0.15,0.7550282503394689,3.0,6.0
2025-01-08,516510,云计算ETF,0.59,-0.04613191478055055,0.0,0.08571428571428572,0.15,0.04071428571428572,34.0,9.0
2025-01-08,588000,科创50ETF,-0.2,-0.01013589373887368,0.7619518458038768,0.8857142857142857,0.15,0.7378853931966117,5.0,24.0
2025-01-09,159607,储能ETF,-1.74,0.0011099434023641973,1.0,0.5428571428571428,0.15,0.7778571428571428,13.0,21.0
2025-01-09,159611,电力ETF,-1.49,0.0011099434023641973,1.0,0.2857142857142857,0.15,0.7007142857142857,20.0,16.0
2025-01-09,159740,人工智能ETF,-1.37,0.0011099434023641973,1.0,0.7428571428571429,0.15,0.8378571428571429,8.0,14.0
2025-01-09,159766,旅游ETF,-2.42,-0.01013589373887368,0.0,0.02857142857142857,0.15,0.02357142857142857,35.0,29.0
2025-01-09,159825,农业ETF,-1.74,-0.01013589373887368,0.0,0.37142857142857144,0.15,0.12642857142857145,28.0,21.0
2025-01-09,159869,游戏ETF,-2.33,0.0011099434023641973,1.0,0.2571428571428571,0.15,0.6921428571428572,21.0,28.0
2025-01-09,159901,深证100ETF,-1.63,0.0011099434023641973,1.0,0.7142857142857143,0.15,0.8292857142857143,9.0,18.0
2025-01-09,159915,创业板ETF,-1.67,0.0011099434023641973,1.0,0.45714285714285713,0.15,0.7521428571428571,16.0,19.0
2025-01-09,159928,消费ETF,-1.29,-0.01013589373887368,0.0,0.34285714285714286,0.15,0.11785714285714285,29.0,12.0
2025-01-09,510050,上证50ETF,-0.9,-0.01013589373887368,0.0,0.6857142857142857,0.15,0.2207142857142857,26.0,7.0
2025-01-09,510300,沪深300ETF,-1.14,0.0011099434023641973,1.0,0.6571428571428571,0.15,0.8121428571428572,10.0,10.0
2025-01-09,510500,中证500ETF,-1.5,0.0011099434023641973,1.0,0.5714285714285714,0.15,0.7864285714285714,12.0,17.0
2025-01-09,512010,医药ETF,-1.47,-0.01013589373887368,0.0,0.2,0.15,0.075,30.0,15.0
2025-01-09,512100,中证1000ETF,-2.16,0.0011099434023641973,1.0,0.4857142857142857,0.15,0.7607142857142857,15.0,27.0
2025-01-09,512170,医疗ETF,-1.3,-0.01013589373887368,0.0,0.08571428571428572,0.15,0.04071428571428572,33.0,13.0
2025-01-09,512200,房地产ETF,-2.66,-0.01013589373887368,0.0,0.11428571428571428,0.15,0.04928571428571428,32.0,30.0
2025-01-09,512400,有色金属ETF,-0.41,-0.01013589373887368,0.0,1.0,0.0,0.3,24.0,2.0
2025-01-09,512480,半导体ETF,-0.51,0.0011099434023641973,1.0,0.9428571428571428,0.05,0.8878571428571428,2.0,4.0
2025-01-09,512580,环保ETF,-2.03,0.0011099434023641973,1.0,0.4,0.15,0.735,18.0,26.0
2025-01-09,512660,军工ETF,-1.23,0.0011099434023641973,1.0,0.6,0.15,0.795,11.0,11.0
2025-01-09,512670,国防ETF,-1.06,-0.01013589373887368,0.0,0.6285714285714286,0.15,0.20357142857142857,27.0,9.0
2025-01-09,512690,白酒ETF,-1.9,-0.01013589373887368,0.0,0.05714285714285714,0.15,0.03214285714285714,34.0,24.0
2025-01-09,512720,计算机ETF,-2.69,0.0011099434023641973,1.0,0.22857142857142856,0.15,0.6835714285714286,22.0,31.0
2025-01-09,512760,芯片ETF,-0.46,0.0011099434023641973,1.0,0.9714285714285714,0.05,0.8964285714285715,1.0,3.0
2025-01-09,512800,银行ETF,-0.68,-0.01013589373887368,0.0,0.8857142857142857,0.05,0.2707142857142857,25.0,5.0
2025-01-09,512880,证券ETF,-1.77,-0.01013589373887368,0.0,0.17142857142857143,0.15,0.06642857142857142,31.0,23.0
2025-01-09,512980,传媒ETF,-2.85,0.0011099434023641973,1.0,0.42857142857142855,0.15,0.7435714285714285,17.0,32.0
2025-01-09,515000,科技ETF,-1.74,0.0011099434023641973,1.0,0.8,0.05,0.845,7.0,21.0
2025-01-09,515030,新能源车ETF,-0.87,0.0011099434023641973,1.0,0.7714285714285715,0.15,0.8464285714285714,6.0,6.0
2025-01-09,515050,5GETF,-2.89,0.0011099434023641973,1.0,0.8285714285714286,0.05,0.8535714285714285,5.0,33.0
2025-01-09,515220,煤炭ETF,-1.95,-0.0012279035551522705,0.79211445727382,0.14285714285714285,0.15,0.5331258172214348,23.0,25.0
2025-01-09,515790,光伏ETF,-3.46,0.0011099434023641973,1.0,0.5142857142857142,0.15,0.7692857142857142,14.0,35.0
2025-01-09,516150,稀土ETF,-0.39,0.0011099434023641973,1.0,0.9142857142857143,0.0,0.8742857142857142,3.0,1.0
2025-01-09,516510,云计算ETF,-3.03,0.0011099434023641973,1.0,0.3142857142857143,0.15,0.7092857142857143,19.0,34.0
2025-01-09,588000,科创50ETF,-0.99,0.0011099434023641973,1.0,0.8571428571428571,0.05,0.8621428571428571,4.0,8.0
2025-01-10,159607,储能ETF,-1.41,0.030426129999365618,0.5150334660598233,0.08571428571428572,0.15,0.34973436535017965,16.0,35.0
2025-01-10,159611,电力ETF,-0.76,0.030426129999365618,0.5150334660598233,0.22857142857142856,0.15,0.3925915082073225,11.0,32.0
2025-01-10,159740,人工智能ETF,-1.04,0.0011099434023641973,0.14279323238341596,0.37142857142857144,0.15,0.21210451085862103,32.0,33.0
2025-01-10,159766,旅游ETF,0.16,0.030426129999365618,0.5150334660598233,0.05714285714285714,0.15,0.3411629367787511,17.0,17.0
2025-01-10,159825,农业ETF,0.32,0.0011099434023641973,0.14279323238341596,0.34285714285714286,0.15,0.2035330822871924,33.0,8.5
2025-01-10,159869,游戏ETF,0.32,0.06862019962444157,1.0,0.6857142857142857,0.15,0.8207142857142857,5.0,8.5
2025-01-10,159901,深证100ETF,-0.39,0.0011099434023641973,0.14279323238341596,0.5428571428571428,0.15,0.2635330822871924,27.0,26.0
2025-01-10,159915,创业板ETF,0.21,0.030426129999365618,0.5150334660598233,0.42857142857142855,0.15,0.4525915082073225,7.0,15.0
2025-01-10,159928,消费ETF,0.26,0.030426129999365618,0.5150334660598233,0.2857142857142857,0.15,0.40973436535017965,9.0,13.0
2025-01-10,510050,上证50ETF,-0.32,0.0011099434023641973,0.14279323238341596,0.6571428571428571,0.15,0.2978187965729067,22.0,25.0
2025-01-10,510300,沪深300ETF,-0.4,0.0011099434023641973,0.14279323238341596,0.6,0.15,0.2806759394300496,25.0,27.0
2025-01-10,510500,中证500ETF,0.17,0.0011099434023641973,0.14279323238341596,0.6285714285714286,0.15,0.28924736800147816,23.0,16.0
2025-01-10,512010,医药ETF,0.6,0.030426129999365618,0.5150334660598233,0.17142857142857143,0.15,0.3754486510644654,13.0,6.0
2025-01-10,512100,中证1000ETF,0.23,0.0011099434023641973,0.14279323238341596,0.4857142857142857,0.15,0.24639022514433528,30.0,14.0
2025-01-10,512170,医疗ETF,0.33,-0.0012279035551522705,0.11310858377176398,0.14285714285714285,0.15,0.12572229312020122,34.0,7.0
2025-01-10,512200,房地产ETF,0.89,0.030426129999365618,0.5150334660598233,0.3142857142857143,0.15,0.41830579392160827,8.0,2.0
2025-01-10,512400,有色金属ETF,2.37,0.0011099434023641973,0.14279323238341596,0.9142857142857143,0.0,0.35996165371576383,14.0,1.0
2025-01-10,512480,半导体ETF,-0.41,0.06862019962444157,1.0,1.0,0.0,0.8999999999999999,1.0,28.0
2025-01-10,512580,环保ETF,-0.11,0.030426129999365618,0.5150334660598233,0.2571428571428571,0.15,0.4011629367787511,10.0,21.0
2025-01-10,512660,军工ETF,-0.31,0.0011099434023641973,0.14279323238341596,0.7428571428571429,0.05,0.31353308228719245,20.0,24.0
2025-01-10,512670,国防ETF,0.0,0.06862019962444157,1.0,0.8,0.05,0.845,4.0,19.5
2025-01-10,512690,白酒ETF,0.88,0.030426129999365618,0.5150334660598233,0.11428571428571428,0.15,0.3583057939216082,15.0,3.0
2025-01-10,512720,计算机ETF,0.11,0.0011099434023641973,0.14279323238341596,0.5714285714285714,0.15,0.272104510858621,26.0,18.0
2025-01-10,512760,芯片ETF,-0.46,0.06862019962444157,1.0,0.9714285714285714,0.0,0.8914285714285715,2.0,29.0
2025-01-10,512800,银行ETF,-1.37,-0.01013589373887368,0.0,0.8571428571428571,0.0,0.2571428571428571,28.0,34.0
2025-01-10,512880,证券ETF,0.28,0.0011099434023641973,0.14279323238341596,0.4,0.15,0.2206759394300496,31.0,12.0
2025-01-10,512980,传媒ETF,-0.28,0.0011099434023641973,0.14279323238341596,0.5142857142857142,0.15,0.25496165371576385,29.0,22.0
2025-01-10,515000,科技ETF,-0.48,0.0011099434023641973,0.14279323238341596,0.7714285714285715,0.0,0.317104510858621,19.0,30.0
2025-01-10,515030,新能源车ETF,0.79,0.0011099434023641973,0.14279323238341596,0.8285714285714286,0.0,0.33424736800147814,18.0,4.5
2025-01-10,515050,5GETF,-0.65,0.0011099434023641973,0.14279323238341596,0.7142857142857143,0.05,0.30496165371576384,21.0,31.0
2025-01-10,515220,煤炭ETF,-0.3,0.0011099434023641973,0.14279323238341596,0.02857142857142857,0.15,0.10924736800147815,35.0,23.0
2025-01-10,515790,光伏ETF,0.29,0.030426129999365618,0.5150334660598233,0.2,0.15,0.38402007963589396,12.0,11.0
2025-01-10,516150,稀土ETF,0.79,-0.01013589373887368,0.0,0.9428571428571428,0.0,0.28285714285714286,24.0,4.5
2025-01-10,516510,云计算ETF,0.3,0.03268438204773896,0.5437074638666423,0.45714285714285713,0.15,0.4783673354628425,6.0,10.0
2025-01-10,588000,科创50ETF,0.0,0.06862019962444157,1.0,0.8857142857142857,0.0,0.8657142857142857,3.0,19.5
2025-01-13,159607,储能ETF,3.35,-0.01013589373887368,0.0,0.02857142857142857,0.15,0.02357142857142857,35.0,19.0
2025-01-13,159611,电力ETF,1.75,-0.01013589373887368,0.0,0.08571428571428572,0.15,0.04071428571428572,34.0,33.0
2025-01-13,159740,人工智能ETF,3.33,-0.01013589373887368,0.0,0.11428571428571428,0.15,0.04928571428571428,33.0,20.0
2025-01-13,159766,旅游ETF,3.88,-0.01013589373887368,0.0,0.22857142857142856,0.15,0.08357142857142856,31.0,13.5
2025-01-13,159825,农业ETF,2.56,-0.01013589373887368,0.0,0.2857142857142857,0.15,0.1007142857142857,30.0,28.0
2025-01-13,159869,游戏ETF,5.07,-0.01013589373887368,0.0,0.7428571428571429,0.0,0.22285714285714286,19.0,4.0
2025-01-13,159901,深证100ETF,3.68,-0.0012279035551522705,0.2196140469027812,0.37142857142857144,0.15,0.2581969995702401,14.0,16.0
2025-01-13,159915,创业板ETF,4.84,0.030426129999365618,1.0,0.34285714285714286,0.15,0.7178571428571429,2.0,6.0
2025-01-13,159928,消费ETF,2.34,-0.01013589373887368,0.0,0.4,0.15,0.135,28.0,30.0
2025-01-13,510050,上证50ETF,1.78,-0.01013589373887368,0.0,0.5142857142857142,0.15,0.16928571428571426,25.0,32.0
2025-01-13,510300,沪深300ETF,2.63,0.030426129999365618,1.0,0.4857142857142857,0.15,0.7607142857142857,1.0,26.0
2025-01-13,510500,中证500ETF,3.48,0.0011099434023641973,0.2772503959321935,0.5714285714285714,0.05,0.3427788089878875,8.0,18.0
2025-01-13,512010,医药ETF,2.37,0.030426129999365618,1.0,0.2,0.15,0.6749999999999999,3.0,29.0
2025-01-13,512100,中证1000ETF,4.68,-0.01013589373887368,0.0,0.6,0.05,0.185,24.0,8.0
2025-01-13,512170,医疗ETF,3.28,-0.01013589373887368,0.0,0.17142857142857143,0.15,0.06642857142857142,32.0,21.0
2025-01-13,512200,房地产ETF,3.0,-0.01013589373887368,0.0,0.45714285714285713,0.05,0.14214285714285713,27.0,24.0
2025-01-13,512400,有色金属ETF,1.51,-0.01013589373887368,0.0,0.9428571428571428,0.0,0.28285714285714286,11.0,35.0
2025-01-13,512480,半导体ETF,4.02,-0.01013589373887368,0.0,1.0,0.0,0.3,9.0,11.0
2025-01-13,512580,环保ETF,2.73,-0.0012279035551522705,0.2196140469027812,0.2571428571428571,0.15,0.22391128528452586,18.0,25.0
2025-01-13,512660,军工ETF,3.73,-0.01013589373887368,0.0,0.8285714285714286,0.0,0.24857142857142858,16.0,15.0
2025-01-13,512670,国防ETF,3.23,-0.01013589373887368,0.0,0.9142857142857143,0.0,0.27428571428571424,12.0,22.0
2025-01-13,512690,白酒ETF,2.62,-0.01013589373887368,0.0,0.6571428571428571,0.15,0.21214285714285713,21.0,27.0
2025-01-13,512720,计算机ETF,5.94,-0.01013589373887368,0.0,0.6857142857142857,0.0,0.2057142857142857,22.0,1.0
2025-01-13,512760,芯片ETF,3.88,-0.01013589373887368,0.0,0.9714285714285714,0.0,0.2914285714285714,10.0,13.5
2025-01-13,512800,银行ETF,1.67,-0.01013589373887368,0.0,0.42857142857142855,0.0,0.12857142857142856,29.0,34.0
2025-01-13,512880,证券ETF,4.35,0.0011099434023641973,0.2772503959321935,0.3142857142857143,0.05,0.2656359518450304,13.0,9.0
2025-01-13,512980,传媒ETF,5.45,-0.01013589373887368,0.0,0.5428571428571428,0.05,0.16785714285714284,26.0,3.0
2025-01-13,515000,科技ETF,4.7,0.0011099434023641973,0.2772503959321935,0.7714285714285715,0.0,0.39777880898788753,6.0,7.0
2025-01-13,515030,新能源车ETF,4.0,-0.01013589373887368,0.0,0.8,0.0,0.24,17.0,12.0
2025-01-13,515050,5GETF,4.87,-0.01013589373887368,0.0,0.7142857142857143,0.0,0.21428571428571427,20.0,5.0
2025-01-13,515220,煤炭ETF,2.19,0.030426129999365618,1.0,0.05714285714285714,0.15,0.6321428571428571,4.0,31.0
2025-01-13,515790,光伏ETF,3.57,-0.0012279035551522705,0.2196140469027812,0.14285714285714285,0.15,0.18962557099881155,23.0,17.0
2025-01-13,516150,稀土ETF,4.13,-0.01013589373887368,0.0,0.8571428571428571,0.0,0.2571428571428571,15.0,10.0
2025-01-13,516510,云计算ETF,5.72,0.0011099434023641973,0.2772503959321935,0.6285714285714286,0.0,0.35492166613074466,7.0,2.0
